DBA,BORO,ZIPCODE,Latitude,Longitude,STREET,CUISINE DESCRIPTION
SAI SRISHTTI INC,Manhattan,10025,40.79291525,-73.9712018,AMSTERDAM AVENUE,
THE LITTLE BEET,Manhattan,10001,40.74389973,-73.98897859,BROADWAY,American
DEPLOY COFFEE  NYC LLC,Manhattan,10013,40.71854138,-74.0004365,LAFAYETTE STREET,
ARS NOVA THEATER,Manhattan,10014,40.73249298,-74.00307782,BARROW STREET,
Avoca,Manhattan,10128,40.77783869,-73.94865597,1 AVENUE,American
HANG CHOU,Manhattan,10035,40.80258486,-73.93663762,3 AVENUE,Chinese
GITANO NYC LLC,Manhattan,10004,40.69144427,-74.01297437,CARDER ROAD,
TABOONETTE,Manhattan,10003,40.73475723,-73.99283743,EAST   13 STREET,Mediterranean
Respite Center/The Row Hotel,Manhattan,10036,40.75865554,-73.9887379,8 AVENUE,
N25 T8C BROOKLYN INC,Manhattan,10010,40.74077279,-73.98353362,LEXINGTON AVE,
TOKUGAWA,Manhattan,10010,40.73967805,-73.9867203,PARK AVENUE SOUTH,Japanese
BIRRIALES4 LLC,Manhattan,10011,40.74200088,-74.00086971,8 AVENUE,
PATOK,Manhattan,10001,40.75054191,-73.98754102,HERALD SQ,
HAILEY CHEN,Manhattan,10001,40.75042178,-73.99705489,WEST   30 STREET,
POPUP BAGELS INC,Manhattan,10001,40.74968329,-73.99343133,PENN PLZ,
PASTA VIA,Manhattan,10016,40.74865443,-73.97601029,3 AVENUE,
LAOSHA BBQ INC.,Manhattan,10003,40.72879539,-73.99003825,EAST    7 STREET,
PIZZA NAPOLI INC,Manhattan,10065,40.76624833,-73.96526039,LEXINGTON AVENUE,
Gui Corporation,Manhattan,10036,40.76063711,-73.98729005,8 AVENUE,
SUROSS THAI BISTRO,Manhattan,10033,40.84586499,-73.93855885,BROADWAY,Thai
KENNEDY CHICKEN BURGER & GYRO,Manhattan,10029,40.79541239,-73.93584629,1 AVENUE,
Bridges,Manhattan,10038,40.71374625,-73.99795111,CHATHAM SQUARE,
HAKURAKUSO,Manhattan,10022,40.7556138,-73.97030118,EAST   50 STREET,Japanese
LA CONSTANCERA LLC,Manhattan,10025,40.80255558,-73.96417582,AMSTERDAM AVENUE,
EMPEROR DUMPLING,Manhattan,10029,40.78778236,-73.95376539,MADISON AVENUE,
CORNER BAR/SWAN ROOM,Manhattan,10002,40.71490428,-73.99197022,CANAL STREET,
BEST TASTE DUMPLING HOUSE INC.,Manhattan,10002,40.71539569,-73.99352851,CANAL STREET,
DELI DELIGHTS & WAFFLE WONDERS CORP.,Manhattan,10009,40.72584679,-73.98369246,AVENUE A,
NICE ONE BAKERY,Manhattan,10013,40.71517626,-73.99725486,BAYARD STREET,Bakery Products/Desserts
7 ELEPHANTS,Manhattan,10002,40.71431369,-73.98696705,EAST BROADWAY,Thai
CONCESSION STAND,Manhattan,10011,40.743082,-74.00865029,11 AVENUE,
EAT SEAFOOD,Manhattan,10036,40.75920426,-73.98653591,WEST   46 STREET,
TEXAS FRIED CHICKEN,Manhattan,10026,40.80420489,-73.95550943,8 AVENUE,Chicken
PETISCO BRAZUCA LLC,Manhattan,10003,40.73660979,-73.99067938,UNION SQUARE WEST,
NEIL SIMON THEATRE,Manhattan,10019,40.76306307,-73.98409123,WEST   52 STREET,American
LIMS KITCHEN NYC INC,Manhattan,10016,40.74879941,-73.97379785,EAST   40 STREET,
BEER PUB (BRIDGE PUB),Manhattan,10121,40.75065484,-73.99194424,PENN PLZ,American
EMPLOYEE FEEDING,Manhattan,10121,40.75065484,-73.99194424,PENN PLZ,American
NHA TRANG ONE,Manhattan,10013,40.71683413,-73.99973666,BAXTER STREET,Southeast Asian
LOKAL ARTISAN FOODS,Manhattan,10036,40.75406824,-73.98232117,WEST   42 STREET,
BITCOIN NEW YORK STEAKHOUSE,Manhattan,10034,40.86135115,-73.92118409,10 AVENUE,
Alden's Coffee,Manhattan,10012,40.72114602,-73.99434327,SPRING STREET,
BOMBAY CHOWK,Manhattan,10021,40.76883865,-73.95522628,1 AVENUE,Indian
BAAL 2 INC,Manhattan,10012,40.72461822,-74.0038892,SULLIVAN STREET,
"KERNEL FOODS, INC",Manhattan,10003,40.72803534,-73.99348038,EAST    4 STREET,
SAN TEST,Manhattan,10004,40.70210514,-74.0112489,BROAD STREET,
CHICK CHICK,Manhattan,10024,40.79014629,-73.97322537,AMSTERDAM AVENUE,Chicken
BOUCHERIE,Manhattan,10014,40.73293489,-74.00317526,7 AVENUE SOUTH,French
NO CHEWING ALLOWED,Manhattan,10003,40.73660979,-73.99067938,UNION SQUARE WEST,
INWOOD BAR AND GRILL,Manhattan,10034,40.86720383,-73.92253296,BROADWAY,American
A & C KITCHEN,Manhattan,10009,40.72498127,-73.97818354,AVENUE C,Chinese
LA MARCHANDE,Manhattan,10005,40.7052784,-74.00753449,WALL STREET,Other
SHINGANE HIGHLINE LINE LLC.,Manhattan,10004,40.7062633,-74.01290873,BROADWAY,
HUNAN DELIGHT,Manhattan,10075,40.77052223,-73.95107692,YORK AVENUE,Asian/Asian Fusion
TIME AGAIN,Manhattan,10002,40.71558237,-73.99414174,CANAL STREET,Other
GAMMEEOK,Manhattan,10001,40.74739075,-73.98605108,WEST   32 STREET,Korean
,Manhattan,10025,40.79916755,-73.96108229,MANHATTAN AVENUE,
BARROW STREET ALE HOUSE,Manhattan,10014,40.732622,-74.00269896,BARROW STREET,American
CREVETTE,Manhattan,10014,40.72958903,-74.00282512,DOWNING STREET,
NARA,Manhattan,10004,40.70390031,-74.01033311,PEARL STREET,Japanese
TACO BELL,Manhattan,10003,40.73413272,-73.98039964,1 AVENUE,Tex-Mex
RELIABLE FOOD,Manhattan,10022,40.76008296,-73.97310033,EAST   54 STREET,
CHEEKY SANDWICHES,Manhattan,10002,40.71814005,-73.98840207,ESSEX STREET,
HONEYBRAINS,Manhattan,10010,40.74138298,-73.99130662,WEST   22 STREET,American
BLUE LION EVENTS LLC,Manhattan,10002,40.71979997,-73.9830482,STANTON STREET,
GNOCCHI ON 9TH HS LLC,Manhattan,10001,40.75054191,-73.98754102,HERALD SQUARE,
BLACK BURGER/LOS TACOS HERMANOS,Manhattan,10013,40.72139858,-74.0047332,CANAL STREET,American
TAKESHI SUSHI,Manhattan,10013,40.7228341,-74.00471887,GRAND STREET,Japanese
CLAUDIO,Manhattan,10001,40.74640881,-73.99395135,7 AVENUE,
MILK & HOPS,Manhattan,10011,40.74471543,-74.00260562,9 AVENUE,American
HUTONG,Manhattan,10022,40.76187959,-73.96842127,LEXINGTON AVENUE,Asian/Asian Fusion
723 LIFE INC,Manhattan,10019,40.75996698,-73.9840667,7 AVENUE,
LA BELLA VITA,Manhattan,10013,40.71974629,-73.99714283,MULBERRY STREET,Italian
ELIM BISTRO,Manhattan,10007,40.71282098,-74.00829646,PARK PLACE,Sandwiches
BARCADE,Manhattan,10007,40.71002114,-74.01046031,CORTLANDT STREET,
NINEPIN NOMAD LLC,Manhattan,10016,40.74383642,-73.98719583,EAST   27 STREET,
SHIN WEST,Manhattan,10019,40.76682414,-73.99103614,W 53RD ST,
BEFINE CHA NEW YORK LLC,Manhattan,10013,40.71549192,-73.99814224,BAYARD STREET,
LITTLE BASIL RESTAURANT,Manhattan,10010,40.74099769,-73.98237878,EAST   26 STREET,
LA QUINTA INN AND SUITES CENTRAL PARK,Manhattan,10023,40.77617925,-73.97798256,WEST   71 STREET,
WHITE NOISE COFFEE 2 CORP,Manhattan,10019,40.77052414,-73.99194544,WEST   57 STREET,
FAY DA BAKERY,Manhattan,10014,40.73098888,-74.0014613,6 AVENUE,Chinese
SEAPARK NY CORP,Manhattan,10004,40.7062633,-74.01290873,BROADWAY,
IKYU,Manhattan,10128,40.77995833,-73.9502142,2 AVENUE,Other
BAYLANDER STEEL BEACH,Manhattan,10027,40.81863896,-73.96160196,WEST HARLEM PIERS PARK,
TACONICK EXPRESS LLC,Manhattan,10040,40.85416578,-73.93019362,SAINT NICHOLAS AVENUE,
11 W 42ND BB LLC,Manhattan,10036,40.75378267,-73.98159937,WEST   42 STREET,
MITSURU,Manhattan,10012,40.73151589,-74.00055927,WEST    4 STREET,
MIGRANT KITCHEN,Manhattan,10036,40.75406824,-73.98232117,WEST   42 STREET,
6B,Manhattan,10165,40.75252506,-73.97866174,EAST   42 STREET,American
IL BUCO ALIMENTARIVINERIA,Manhattan,10012,40.72664916,-73.99235845,GREAT JONES STREET,Italian
PUBLIC FARE - DELACORTE THEATER,Manhattan,10023,40.77261668,-73.97859029,CENTRAL PARK WEST,
HK HALL,Manhattan,10036,40.76478232,-73.99590267,WEST   48 STREET,
HAPPY BOWLS,Manhattan,10003,40.73083479,-73.99045288,4 AVENUE,"Juice, Smoothies, Fruit Salads"
BAGEL MARKET,Manhattan,10018,40.75546347,-73.98961554,WEST   40 STREET,American
ZOI MEDITERRANEAN CUISINE/ TEN 11 LOUNGE,Manhattan,10001,40.74694895,-73.98691734,WEST   31 STREET,
CHAAC PIZZA NORTHEAST LLC,Manhattan,10029,40.79122312,-73.9449114,3 AVENUE,
THE DUE FAMILY INC,Manhattan,10017,40.75750917,-73.97673984,EAST   49 STREET,
KAFFE LANDSKAP,Manhattan,10013,40.7209234,-74.0100219,GREENWICH STREET,
FROZEN PALM,Manhattan,10003,40.73083486,-73.99140182,BROADWAY,Frozen Desserts
THE BRAZEN TAVERN,Manhattan,10036,40.7591772,-73.99040909,WEST   44 STREET,American
CRESTON,Manhattan,10002,40.71775888,-73.99255067,GRAND STREET,
SAGA,Manhattan,10005,40.70630767,-74.00789529,PINE STREET,American
TEMASKE,Manhattan,10003,40.72954715,-73.98698571,2 AVENUE,Japanese
DAILY PROVISIONS,Manhattan,10280,40.71153017,-74.01567279,LIBERTY STREET,
Irie Jerk Chicken,Manhattan,10036,40.75920426,-73.98653591,WEST   46 STREET,
CP PRINTING,Manhattan,10002,40.71848891,-73.99148639,BROOME STREET,
PHOENIX BAR,Manhattan,10009,40.73020797,-73.9820028,EAST   13 STREET,
QC NY SPA,Manhattan,10004,40.69265131,-74.01788606,ANDES ROAD,
RAISING CANE'S,Manhattan,10027,40.80819191,-73.94651202,WEST  125 STREET,American
RIVARENO GELATO,Manhattan,10012,40.72514524,-74.00315324,SPRING STREET,
RH F&B MEATPACKING,Manhattan,10014,40.73972256,-74.00627178,9 AVENUE,American
SULLIVAN TAQUERIA 2 INC,Manhattan,10012,40.72461822,-74.0038892,SULLIVAN STREET,
VIRGIN HOTEL 39TH FLOOR RESTAURANT AND BAR,Manhattan,10001,40.74662798,-73.98849092,BROADWAY,
LE BOTANISTE,Manhattan,10017,40.75104199,-73.97425173,3 AVENUE,Vegan
Sho Tse,Manhattan,10014,40.73316261,-74.00566497,CHRISTOPHER STREET,
THE GYRO PROJECT,Manhattan,10023,40.77794484,-73.9820765,BROADWAY,
5C Cafe,Manhattan,10009,40.72281045,-73.97977164,AVENUE C,
SAKE BAR ASOKO,Manhattan,10002,40.71387774,-73.9920461,EAST BROADWAY,
LUCY'S,Manhattan,10009,40.72693086,-73.98290567,AVENUE A,
LUKE'S LOBSTER,Manhattan,10017,40.75161005,-73.9738184,3 AVENUE,Seafood
THE SANCTUARY,Manhattan,10044,40.76748866,-73.9437506,MAIN STREET,
AGAVE,Manhattan,10025,40.79107839,-73.96882629,COLUMBUS AVENUE,
Chen Express,Manhattan,10003,40.73300275,-73.9864871,EAST   14 STREET,Chinese
TRUE HONEY TEAS,Manhattan,10001,40.75050916,-73.98947917,WEST   34 STREET,
BEL FRIES FOODS LLC.,Manhattan,10004,40.7062633,-74.01290873,BROADWAY,
BEL FRIES FOODS LLC,Manhattan,10036,40.75406824,-73.98232117,WEST   42 STREET,
"TREND TASTE, CORP.",Manhattan,10001,40.74484948,-73.9896136,WEST   27 STREET,
DATZ DELI LLC,Manhattan,10036,40.75987138,-73.98784971,8 AVENUE,
ROSETTA BAKERY,Manhattan,10036,40.75517201,-73.98493773,WEST   42 STREET,
IL CORTILE RESTAURANT,Manhattan,10013,40.71789085,-73.9981061,MULBERRY STREET,Italian
KRISPY KREME DOUGHNUT,Manhattan,10038,40.71052627,-74.00935303,BROADWAY,Donuts
DOMINO'S PIZZA #3687,Manhattan,10016,40.74429362,-73.97917323,3 AVENUE,Pizza
BONNEFONT,Manhattan,10040,40.86086429,-73.93248222,MARGARET CORBIN DRIVE,
Titi's Empanadas,Manhattan,10009,40.72617893,-73.98386916,EAST    7 STREET,
HERE ARTS CENTER,Manhattan,10013,40.72496404,-74.0044773,AVENUE OF THE AMERICAS,
LIFE TIME DIGITAL,Manhattan,10018,40.75080205,-73.98284538,5 AVENUE,
ESSEX CHICKEN LLC,Manhattan,10002,40.71931475,-73.98781744,ESSEX STREET,
ONE AND ONE,Manhattan,10009,40.72335785,-73.98834704,1 AVENUE,
VENCHI,Manhattan,10019,40.76314781,-73.98174478,7 AVENUE,
MATI CAFE NEW YORK CORP,Manhattan,10035,40.79482721,-73.92169654,RANDALLS IS,
Respite Center/The Roosevelt Hotel,Manhattan,10017,40.75453124,-73.97739779,EAST   45 STREET,
SUNDAYMORNINGNYC,Manhattan,10009,40.72241026,-73.98314133,AVENUE B,
MAXI'S NOODLE 3 INC,Manhattan,10013,40.71618909,-73.9981314,MOTT STREET,
PAPA D'AMOUR,Manhattan,10003,40.73294573,-73.99363505,UNIVERSITY PLACE,
JO,Manhattan,10016,40.74658292,-73.98015055,EAST   34 STREET,
CONGEE VILLAGE,Manhattan,10002,40.71867274,-73.99063139,ALLEN STREET,Chinese
Nightingale,Manhattan,10014,40.73005013,-74.0033447,CARMINE STREET,
UPSIDE PIZZA,Manhattan,10025,40.80534749,-73.96582147,BROADWAY,
ABA TURKISH RESTAURANT,Manhattan,10019,40.76710057,-73.9837834,WEST   57 STREET,Turkish
UNIK PIZZA,Manhattan,10009,40.73089133,-73.98145057,EAST   14 STREET,Pizza
MARACA NYC,Manhattan,10034,40.86202601,-73.92068799,10 AVENUE,
FRISSON ESPRESSO,Manhattan,10036,40.76079368,-73.98843071,WEST   47 STREET,Coffee/Tea
AUDACE,Manhattan,10016,40.74221124,-73.98487211,PARK AVENUE SOUTH,
DON FRAN CAFE LLC,Manhattan,10031,40.82814844,-73.94545886,AMSTERDAM AVENUE,
BAKED CHEESE HAUS LTD,Manhattan,10036,40.75406824,-73.98232117,WEST   42 STREET,
INTERNATIONAL BURGERS,Manhattan,10017,40.75153508,-73.97028496,EAST   45 STREET,
SCHMACKARY'S,Manhattan,10003,40.73325563,-73.9899149,4 AVENUE,
"THREE AND SEVENTY-THREE GOURMET, LLC.",Manhattan,10021,40.77026227,-73.96021834,3 AVENUE,
5TH & MAD,Manhattan,10016,40.74950656,-73.98309835,EAST   36 STREET,Irish
"SANDBAR CONCESSION,INC.",Manhattan,10036,40.75894877,-73.98477444,BROADWAY,
BERBER STREET FOOD CATERING LLC,Manhattan,10035,40.80016768,-73.93837003,3 AVENUE,
BABY BRASA KITCHEN (Unit 108),Manhattan,10036,40.75987138,-73.98784971,8 AVENUE,
"AYAZ & AVDAN, INC.",Manhattan,10065,40.76375936,-73.96705222,LEXINGTON AVENUE,
MALII GRAMERCY,Manhattan,10010,40.73757752,-73.98113837,2 AVENUE,Thai
ETC,Manhattan,10016,40.7480164,-73.98484913,5 AVENUE,Fusion
BURGER & LOBSTER,Manhattan,10036,40.75589657,-73.9845694,WEST   43 STREET,Seafood
MANERO'S PIZZA,Manhattan,10013,40.71762461,-73.99826844,MULBERRY STREET,Pizza
MASTERCARD,Manhattan,10011,40.73950006,-73.99107953,5 AVENUE,
STORE HOUSE,Manhattan,10010,40.7443254,-73.99177539,6 AVENUE,American
STICKY RICE,Manhattan,10002,40.71786576,-73.99037538,ORCHARD STREET,Thai
SUSHI SEKI,Manhattan,10011,40.74433113,-73.99623956,WEST   23 STREET,Japanese
RED LOBSTER,Manhattan,10036,40.75570202,-73.98720798,TIMES SQ,Seafood
OBAO,Manhattan,10022,40.75740022,-73.96871217,EAST   53 STREET,Thai
Dream talk,Manhattan,10019,40.76661533,-73.98859937,WEST   54 STREET,
NOM WAH RESTAURANT,Manhattan,10013,40.71455047,-73.99812784,DOYERS STREET,Chinese
DUNKIN,Manhattan,10019,40.76681223,-73.98280875,8 AVENUE,Donuts
GRACE THIANY,Manhattan,10036,40.75987138,-73.98784971,8 AVENUE,
KARLSBALLS LLC,Manhattan,10002,40.71979997,-73.9830482,STANTON STREET,
353 MOUNTAIN HOUSE LLC,Manhattan,10036,40.76041774,-73.98939818,WEST   46 STREET,
SOJU HAUS,Manhattan,10016,40.74699545,-73.98559643,5 AVENUE,Korean
NEW SENG SEAFOOD RESTAURANT INC.,Manhattan,10002,40.71354583,-73.99614752,EAST BROADWAY,
CAPITAL ONE NY SOHO,Manhattan,10012,40.72378387,-73.99817448,BROADWAY,
DBA LILLIANDLOO,Manhattan,10011,40.7459149,-74.00172869,9 AVENUE,
FRED'S,Manhattan,10024,40.78559073,-73.97655304,AMSTERDAM AVENUE,
CASAROMA CAFE LLC,Manhattan,10036,40.75487205,-73.97987736,5 AVENUE,
The migrant kitchen,Manhattan,10065,40.76770452,-73.97051599,5 AVENUE,
ANGRY ARCHIE'S,Manhattan,10001,40.75054191,-73.98754102,HERALD SQ,
TACO BELL,Manhattan,10029,40.79034786,-73.94557301,THIRD AVENUE,Tex-Mex
LITTLE BANCHAN SHOP LLC,Manhattan,10011,40.743082,-74.00865029,11 AVENUE,
SAN MATTEO GELATO LLC,Manhattan,10128,40.78014767,-73.95010212,2 AVENUE,
MY PIE,Manhattan,10022,40.76063372,-73.96935318,LEXINGTON AVENUE,Pizza
LA NONNA,Manhattan,10013,40.71845352,-73.99773451,MULBERRY STREET,Italian
EMPIRE III,Manhattan,10026,40.80264211,-73.95295316,A C POWELL BOULEVARD,Chinese
HEALTHY FOODS 88 INC.,Manhattan,10019,40.76947808,-73.98830284,10 AVENUE,
MARLI DESSERT & BAR INC,Manhattan,10002,40.71785782,-73.99510833,BOWERY,
CITY SCOOPS,Manhattan,10003,40.73390888,-73.9898715,4 AVENUE,
HC CAMPUS EATS CORP,Manhattan,10065,40.76896567,-73.96536727,PARK AVENUE,
DALI NYC,Manhattan,10002,40.71246981,-73.99439451,MARKET STREET,
BAR VIVANT,Manhattan,10128,40.7805116,-73.9539835,EAST   88 STREET,
31 LILY'S,Manhattan,10038,40.71212683,-73.99782852,OLIVER STREET,Asian/Asian Fusion
HAMPTON INN HOME2 SUITES NYC TIMES SQUARE - LOBBY BAR,Manhattan,10105,40.75923944,-73.98278544,WEST   48 STREET,
CUNY-BENNYS LODGE E0692,Manhattan,10031,40.81918902,-73.95022087,CONVENT AVENUE,American
MIDNIGHT BLUE,Manhattan,10003,40.7373533,-73.98729812,EAST   19 STREET,
REALMUTO PENN STATION LLC,Manhattan,10119,40.75109132,-73.9929259,PENN PLAZA,
TAPPO INC.,Manhattan,10010,40.73958222,-73.98895044,EAST   21 STREET,
N&F GLOBAL CORP.,Manhattan,10001,40.75050916,-73.98947917,WEST   34 STREET,
BLOOMBERG 731 LEXINGTON AVE. PANTRY,Manhattan,10022,40.76187959,-73.96842127,LEXINGTON AVENUE,
UMAMI BURGER / SA'MOTO,Manhattan,10001,40.75355633,-73.99881252,WEST   33 STREET,
COFFEE AT BREADS BAKERY,Manhattan,10018,40.75393699,-73.98594864,Bryant Park,Coffee/Tea
CORBET & CONLEY CATERERS,Manhattan,10003,40.73562404,-73.98678245,EAST   17 STREET,American
LITTLE ITALY PIZZA,Manhattan,10065,40.76567806,-73.9588926,EAST   68 STREET,
WILDFLOWER,Manhattan,10011,40.74778127,-74.00438139,WEST   23 STREET,
MISTA OH,Manhattan,10010,40.74285687,-73.9906352,WEST   24 STREET,Korean
NOFLEX,Manhattan,10001,40.74611721,-73.98626067,5 AVENUE,
HEN HOUSE NYC,Manhattan,10009,40.72711787,-73.98561878,1 AVENUE,Middle Eastern
CATFISH THE CAT LLC,Manhattan,10065,40.76683765,-73.96270775,3 AVENUE,
SUNDAES AND CONES,Manhattan,10003,40.73087038,-73.98939208,EAST   10 STREET,
TABATA,Manhattan,10021,40.77055758,-73.95709165,2 AVENUE,Japanese
WA JEAL,Manhattan,10028,40.77554337,-73.95342731,2 AVENUE,Chinese
GOURMET CONNECTION,Manhattan,10018,40.75998452,-74.00279031,12 AVENUE,
Fa San,Manhattan,10002,40.71589514,-73.99204946,ALLEN STREET,
COFFEE NEAR ME,Manhattan,10018,40.7527399,-73.98314806,WEST   40 STREET,
MAX BRENNER,Manhattan,10001,40.75054191,-73.98754102,HERALD SQ,
LUCILLE LORTEL THEATRE,Manhattan,10014,40.73317633,-74.00569023,CHRISTOPHER STREET,
FRICOINC LLC,Manhattan,10021,40.76714675,-73.95958122,2 AVENUE,
HANAMICHI,Manhattan,10001,40.74772296,-73.98687749,WEST   32 STREET,Asian/Asian Fusion
BEARD PAPA'S MIDTOWN,Manhattan,10022,40.75730682,-73.96844511,EAST   53 STREET,Donuts
Nikuwa,Manhattan,10019,40.76651407,-73.99225278,WEST   52 STREET,
Be BacSoon,Manhattan,10075,40.77237135,-73.95574019,2 AVENUE,
GYU-KAKU JAPANESE BBQ,Manhattan,10003,40.7281477,-73.99093313,COOPER SQUARE,Japanese
NARE SUSHI,Manhattan,10022,40.76129263,-73.96999542,EAST   57 STREET,Japanese
H 18 & 8TH LLC,Manhattan,10011,40.74233849,-74.00064958,8 AVENUE,
METROPOLIS BY MARCUS SAMUELSSON,Manhattan,10048,40.71161034,-74.01069141,FULTON STREET,
NYC PIZZA GROUP III CORP.,Manhattan,10025,40.79480925,-73.9716741,BROADWAY,
1627-1635 AMSTERDAM AVENUE RESTAURANT & BAR LLC,Manhattan,10031,40.82236995,-73.94968374,AMSTERDAM AVENUE,
PANORAMA ROOM,Manhattan,10044,40.75621546,-73.95511569,NORTH LOOP ROAD,
PALENQUE HOME MADE COLOMBIAN FOOD INC.,Manhattan,10036,40.75406824,-73.98232117,WEST   42 STREET,
TAQUERIA SOL MAYA,Manhattan,10029,40.79095332,-73.94324677,EAST  106 STREET,Mexican
RAON NYC INC,Manhattan,10022,40.76136841,-73.96614013,EAST   59 STREET,
ISLAND OYSTERS,Manhattan,10004,40.7016879,-74.01163113,SOUTH STREET,
120 ORCHARD BAR LLC,Manhattan,10002,40.71944118,-73.98954181,ORCHARD STREET,
OUTRO,Manhattan,10003,40.73285499,-73.99117784,BROADWAY,Coffee/Tea
BLOOMBERG 731 LEX,Manhattan,10022,40.76187959,-73.96842127,LEXINGTON AVENUE,American
ERNST & YOUNG - 8TH FLOOR,Manhattan,10001,40.75225528,-73.99713422,MANHATTAN W,
SQUARE PIZZA INC,Manhattan,10001,40.75054191,-73.98754102,HERALD SQ,
COMMISSARY,Manhattan,10013,40.72038586,-74.00105341,BROADWAY,
ARMONIE,Manhattan,10035,40.79966501,-73.94295036,PARK AVENUE,Italian
CRUMBL,Manhattan,10001,40.75054191,-73.98754102,HERALD SQ,
NY BAKERY & DESSERTS,Manhattan,10001,40.74625744,-73.9885379,BROADWAY,
BAGEL MARKET,Manhattan,10019,40.76932164,-73.98841839,10 AVENUE,Bagels/Pretzels
CHELSEA PIERS GOLF BAR AND LOUNGEQ,Manhattan,10011,40.74799239,-74.00849574,CHELSEA PIERS,
MARUMI,Manhattan,10012,40.72876562,-73.99836196,LAGUARDIA PLACE,Seafood
CHOCLATE ON TAP,Manhattan,10003,40.73660979,-73.99067938,UNION SQUARE WEST,
HEYTEA,Manhattan,10003,40.72841914,-73.9877833,2 AVENUE,
FIASCHETTERIA PISTOIA,Manhattan,10009,40.72671312,-73.97767786,EAST   11 STREET,Italian
TSQ FOOD COURT,Manhattan,10036,40.75935475,-73.98301643,WEST   48 STREET,Sandwiches
RAI RAI KEN,Manhattan,10027,40.81717849,-73.95347393,AMSTERDAM AVENUE,Japanese
HI SUNNY RESTAURANT INC.,Manhattan,10001,40.74798699,-73.99281796,7 AVENUE,
SUSHI AOZORA INC.,Manhattan,10003,40.73649191,-73.99263517,EAST   15 STREET,
SLICE PIZZA,Manhattan,10017,40.75196956,-73.97358005,3 AVENUE,Pizza
EARTHBAR,Manhattan,10002,40.72238891,-73.9880153,ORCHARD STREET,
KORAMYUN,Manhattan,10001,40.74740722,-73.98609078,WEST   32 STREET,
ATOBOY,Manhattan,10016,40.74378677,-73.98516767,EAST   28 STREET,Korean
CONVENE,Manhattan,10036,40.75487205,-73.97987736,5 AVENUE,American
TAVERNA DI BACCO,Manhattan,10002,40.7218399,-73.98747065,LUDLOW STREET,Italian
MIDPOINT BISTRO & BAR,Manhattan,10036,40.75597561,-73.98086964,WEST   45 STREET,
CHOBANI SOHO,Manhattan,10012,40.72583696,-74.00106432,PRINCE STREET,American
SAPPE,Manhattan,10011,40.73906124,-74.0009238,WEST   14 STREET,Thai
PALOMA ROCKET,Manhattan,10003,40.72811729,-73.98844362,EAST    7 STREET,
181Exclusive LLC,Manhattan,10033,40.85103069,-73.93876371,WEST  181 STREET,
MARINARA,Manhattan,10024,40.7858679,-73.97632544,AMSTERDAM AVENUE,Pizza
MACC,Manhattan,10025,40.79882472,-73.96187348,WEST  106 STREET,
BOILERMAKER,Manhattan,10003,40.7233771,-73.98870059,EAST    1 STREET,American
BABY JOHN'S PIZZERIA,Manhattan,10013,40.71926871,-73.99718254,GRAND STREET,Pizza
BERGDORF GOODMAN LLC,Manhattan,10019,40.76377756,-73.97378833,WEST   58 STREET,
FRAME,Manhattan,10018,40.75450814,-73.98807086,7 AVENUE,American
FALAFEL PLANT,Manhattan,10019,40.76681223,-73.98280875,SOUTH 8TH AVE,
IN ROOM DINING,Manhattan,10001,40.74543955,-73.9890866,WEST   28 STREET,
JB AND EL SAZON LLC,Manhattan,10013,40.71584839,-74.00923474,HUDSON STREET,
WU'S WONTON KING,Manhattan,10002,40.71405599,-73.99000799,EAST BROADWAY,Chinese
SAN MARZANO,Manhattan,10003,40.72788944,-73.9881911,2 AVENUE,Italian
SAVTA,Manhattan,10014,40.73121941,-74.00298755,BLEECKER STREET,
Jupiter Expansion Corp,Manhattan,10036,40.75987138,-73.98784971,8 AVENUE,
JUE LAN CLUB,Manhattan,10011,40.74034281,-73.99252648,WEST   20 STREET,Asian/Asian Fusion
EL TABLON LATINO CORP,Manhattan,10033,40.84814263,-73.93278073,AUDUBON AVENUE,
SOCARRAT EAST,Manhattan,10022,40.75521253,-73.96828729,2 AVENUE,Spanish
HOT DOG CONCESSION,Manhattan,10121,40.75065484,-73.99194424,PENN PLZ,Hotdogs
PATRON MEXICAN GRILL,Manhattan,10036,40.75933377,-73.99195401,9 AVENUE,Mexican
TORAJI,Manhattan,10017,40.75119,-73.97336019,EAST   43 STREET,Japanese
NB WING WONG,Manhattan,10013,40.71562638,-73.99645402,BOWERY,Chinese
BOBA WHALE,Manhattan,10065,40.76176181,-73.96037505,1 AVENUE,Coffee/Tea
